Ticker,Report Date,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common),Zombie Indicator
EVLO,2018-12-31,807946,USD,2018,FY,2019-02-15,2019-02-15,21871029.0,21871029.0,,,,-58103000.0,-18218000.0,-39885000.0,,-58103000,1157000.0,1563000.0,-56946000,,-56946000,,-56946000,,-56946000,-60883000,-37.17402431222009
EVLO,2019-12-31,807946,USD,2019,FY,2020-02-14,2021-03-09,32031862.0,32031862.0,,,,-86357000.0,-23229000.0,-63128000.0,,-86357000,1075000.0,1049000.0,-85282000,,-85282000,-190000.0,-85472000,,-85472000,-85472000,-82.32316491897045
EXPR,2020-01-31,50957,USD,2019,FY,2020-03-17,2022-03-24,66133000.0,66133000.0,2019194000.0,-1468619000.0,550575000.0,-563485000.0,-564332000.0,,,-12910000,2981000.0,2981000.0,-9929000,-204955000.0,-214884000,50526000.0,-164358000,,-164358000,-164358000,-4.330761489433076
FARO,2020-12-31,740727,USD,2020,FY,2021-02-17,2022-02-16,17769958.0,17926324.0,303768000.0,-143921000.0,159847000.0,-174723000.0,-131827000.0,-42896000.0,,-14876000,-91000.0,340000.0,-14967000,-15806000.0,-30773000,31402000.0,629000,,629000,629000,-43.752941176470586
FATE,2018-12-31,1872622,USD,2018,FY,2019-03-05,2021-02-24,97023506.0,97023506.0,4740000.0,,,-71832000.0,-15808000.0,-56024000.0,,-67092000,494000.0,494000.0,-66598000,,-66598000,,-66598000,,-66598000,-66598000,-135.81376518218624
FATE,2019-12-31,1872622,USD,2019,FY,2020-03-02,2022-02-28,97023506.0,97023506.0,10680000.0,,,-111407000.0,-23637000.0,-87770000.0,,-100727000,2578000.0,2578000.0,-98149000,,-98149000,,-98149000,,-98149000,-98149000,-39.07176105508146
FATE,2020-12-31,1872622,USD,2020,FY,2021-02-24,2022-02-28,97023506.0,97023506.0,31434000.0,,,-159519000.0,-33896000.0,-125623000.0,,-128085000,2400000.0,2400000.0,-125685000,-47702000.0,-173387000,,-173387000,,-173387000,-173387000,-53.36875
FIT,2016-12-31,642125,USD,2016,FY,2017-03-01,2019-03-01,220405000.0,220405000.0,2169461000.0,-1323577000.0,845884000.0,-958349000.0,-638158000.0,-320191000.0,,-112465000,3170000.0,3156000.0,-109295000,,-109295000,6518000.0,-102777000,,-102777000,-102777000,-35.63529784537389
FIT,2017-12-31,642125,USD,2017,FY,2018-03-01,2019-03-01,232032000.0,232032000.0,1615519000.0,-924618000.0,690901000.0,-891988000.0,-548976000.0,-343012000.0,,-201087000,6443000.0,3647000.0,-194644000,,-194644000,-82548000.0,-277192000,,-277192000,-277192000,-55.13764738140938
FIT,2018-12-31,642125,USD,2018,FY,2019-03-01,2019-03-01,244603000.0,244603000.0,1511983000.0,-908404000.0,603579000.0,-792887000.0,-460718000.0,-332169000.0,,-189308000,5166000.0,7808000.0,-184142000,,-184142000,-1687000.0,-185829000,,-185829000,-185829000,-24.245389344262296
FIT,2019-12-31,642125,USD,2019,FY,2020-02-27,2020-02-27,257500000.0,257500000.0,1434788000.0,-1007116000.0,427672000.0,-748385000.0,-448031000.0,-300354000.0,,-320713000,11648000.0,10291000.0,-309065000,,-309065000,-11646000.0,-320711000,,-320711000,-320711000,-31.16441550869692
FKWL,2018-06-30,286530,USD,2018,FY,2018-09-28,2018-09-28,10538610.0,10538610.0,30065833.0,-24874119.0,5191714.0,-7883584.0,-4511568.0,-3372016.0,,-2691870,340863.0,340863.0,-2351007,-8541.0,-2359548,186973.0,-2172575,,-2092457,-2092457,-7.897219704103994
FKWL,2019-06-30,286530,USD,2019,FY,2019-09-30,2020-09-17,10570203.0,10570203.0,36468900.0,-30729411.0,5739489.0,-7846946.0,-4891365.0,-2955581.0,,-2107457,202663.0,202663.0,-1904794,2291.0,-1902503,428745.0,-1473758,,-1276124,-1276124,-10.398824649788072
FPH,2017-12-31,882941,USD,2017,FY,2018-03-30,2020-03-13,132828507.0,211829381.0,139431000.0,-95450000.0,43981000.0,-133817000.0,-122367000.0,,,-89836000,114032000.0,2577000.0,24196000,,24196000,,24196000,,73235000,73235000,-34.86069072564998
FPH,2018-12-31,882941,USD,2018,FY,2019-02-08,2021-03-10,144862117.0,144862117.0,48990000.0,-23797000.0,25193000.0,-104060000.0,-98983000.0,,,-78867000,20105000.0,11767000.0,-58762000,,-58762000,-9183000.0,-67945000,,-34714000,-34714000,-6.702388034333305
FPH,2019-12-31,882941,USD,2019,FY,2020-03-13,2022-03-11,145483144.0,224713074.0,184380000.0,-125605000.0,58775000.0,-109151000.0,-103586000.0,,,-50376000,10219000.0,7844000.0,-40157000,64870000.0,24713000,-2445000.0,22268000,,9033000,9033000,-6.422233554309026
FPH,2020-12-31,882941,USD,2020,FY,2021-02-05,2022-03-11,145955731.0,148233640.0,153619000.0,-106239000.0,47380000.0,-88631000.0,-83504000.0,,,-41251000,44089000.0,1369000.0,2838000,,2838000,-1744000.0,1094000,,-428000,-428000,-30.132213294375457
FPRX,2016-12-31,378616,USD,2016,FY,2017-02-24,2017-02-24,26955000.0,26955000.0,30691000.0,,,-129903000.0,-35831000.0,-94072000.0,,-99212000,2467000.0,2467000.0,-96745000,,-96745000,31048000.0,-65697000,,-65697000,-65697000,-40.21564653425213
FPRX,2017-12-31,378616,USD,2017,FY,2018-03-12,2019-02-26,27945000.0,27945000.0,39508000.0,,,-190910000.0,-40002000.0,-150908000.0,,-151402000,2884000.0,2978000.0,-148518000,,-148518000,-1704000.0,-150222000,,-150222000,-150222000,-50.840161182001346
FREQ,2019-12-31,1872881,USD,2019,FY,2020-02-12,2021-03-29,35247680.0,35247680.0,28947000.0,,,-33622000.0,-14838000.0,-18784000.0,,-4675000,-14209000.0,1784000.0,-18884000,138000.0,-18746000,,-18746000,,-18746000,-19800000,-2.620515695067265
FREQ,2020-12-31,1872881,USD,2020,FY,2021-03-29,2022-03-15,35247680.0,35247680.0,36984000.0,,,-64534000.0,-27119000.0,-37415000.0,,-27550000,990000.0,994000.0,-26560000,84000.0,-26476000,-35000.0,-26511000,,-26511000,-26511000,-27.71629778672032
FSLY,2020-12-31,996256,USD,2020,FY,2021-03-01,2022-03-01,103552000.0,103552000.0,290874000.0,-120007000.0,170867000.0,-278079000.0,-203265000.0,-74814000.0,,-107212000,-200000.0,79000.0,-107412000,,-107412000,11480000.0,-95932000,,-95932000,-95932000,-1357.113924050633
FTCH,2018-12-31,1242699,USD,2018,FY,2019-03-01,2021-03-04,299857000.0,299857000.0,602384000.0,-303934000.0,298450000.0,-471766000.0,-471766000.0,,,-173316000,19899000.0,19866000.0,-153417000,,-153417000,-2158000.0,-155575000,,-155575000,-155575000,-8.724252491694353
FTCH,2019-12-31,1242699,USD,2019,FY,2020-03-11,2022-03-04,318843240.0,318843240.0,1021037000.0,-561191000.0,459846000.0,-889421000.0,-889421000.0,,,-429575000,15516000.0,15150000.0,-414059000,21721000.0,-392338000,-1162000.0,-393500000,,-405109000,-405109000,-28.354785478547853
FTEK,2016-12-31,144208,USD,2016,FY,2017-03-14,2018-03-12,23365000.0,23365000.0,55161000.0,-36367000.0,18794000.0,-27316000.0,-25564000.0,-1752000.0,,-8522000,-900000.0,25000.0,-9422000,-3502000.0,-12924000,-1664000.0,-14588000,-2800000.0,-17388000,-17388000,-340.88
FTEK,2017-12-31,144208,USD,2017,FY,2018-03-12,2018-03-12,23872000.0,23872000.0,45166000.0,-27144000.0,18022000.0,-22003000.0,-20933000.0,-1070000.0,,-3981000,-50000.0,10000.0,-4031000,-3084000.0,-7115000,46000.0,-7069000,-3914000.0,-10983000,-10983000,-398.1
FTEK,2019-12-31,144208,USD,2019,FY,2020-03-12,2021-03-15,24202000.0,24202000.0,30467000.0,-19637000.0,10830000.0,-18318000.0,-17191000.0,-1127000.0,,-7488000,403000.0,41000.0,-7085000,-752000.0,-7837000,-14000.0,-7851000,-1000.0,-7852000,-7852000,-182.6341463414634
GBT,2016-12-31,687412,USD,2016,FY,2017-03-13,2018-02-27,33207382.0,33207382.0,,,,-83127000.0,-20964000.0,-62163000.0,,-83127000,659000.0,659000.0,-82468000,,-82468000,,-82468000,,-82468000,-82468000,-126.14112291350531
GBT,2017-12-31,687412,USD,2017,FY,2018-02-27,2018-02-27,42323686.0,42323686.0,,,,-119245000.0,-31438000.0,-87807000.0,,-119245000,2221000.0,2555000.0,-117024000,,-117024000,,-117024000,,-117024000,-117024000,-46.67123287671233
GBT,2018-12-31,687412,USD,2018,FY,2019-02-27,2021-02-24,51150728.0,51150728.0,,,,-182742000.0,-51435000.0,-131307000.0,,-182742000,8549000.0,8618000.0,-174193000,,-174193000,,-174193000,,-174193000,-174193000,-21.204687862613135
GBT,2019-12-31,687412,USD,2019,FY,2020-02-26,2022-02-23,58321612.0,58321612.0,2108000.0,-48000.0,2060000.0,-291644000.0,-117088000.0,-174556000.0,,-289584000,14521000.0,14697000.0,-275063000,8301000.0,-266762000,-4000.0,-266766000,,-266766000,-266766000,-19.703612982241275
GENC,2021-09-30,543904,USD,2021,FY,2021-12-17,2022-12-16,14617000.0,14749000.0,85278000.0,-67100000.0,18178000.0,-17477000.0,-13199000.0,-4278000.0,,701000,1762000.0,1762000.0,2463000,4171000.0,6634000,-829000.0,5805000,,5805000,5805000,0.3978433598183882
GEOS,2017-09-30,357500,USD,2017,FY,2017-12-01,2017-12-01,13134071.0,13134071.0,73721000.0,-94404000.0,-20683000.0,-34020000.0,-20238000.0,-13782000.0,,-54703000,215000.0,614000.0,-54488000,380000.0,-54108000,-2683000.0,-56791000,,-56791000,-56791000,-89.0928338762215
GEOS,2018-09-30,357500,USD,2018,FY,2018-11-16,2018-11-16,13250867.0,13250867.0,75748000.0,-64776000.0,10972000.0,-30706000.0,-19874000.0,-10832000.0,,-19734000,951000.0,747000.0,-18783000,-1009000.0,-19792000,580000.0,-19212000,,-19212000,-19212000,-26.417670682730925
GEOS,2019-09-30,357500,USD,2019,FY,2019-11-22,2020-11-20,13388626.0,13388626.0,95809000.0,-64381000.0,31428000.0,-39121000.0,-23626000.0,-15495000.0,,-7693000,1238000.0,1209000.0,-6455000,8726000.0,2271000,-2417000.0,-146000,,-146000,-146000,-6.363110008271299
GEOS,2020-09-30,357500,USD,2020,FY,2020-11-20,2021-11-19,13525179.0,13525179.0,87835000.0,-64403000.0,23432000.0,-39637000.0,-23068000.0,-16569000.0,,-16205000,1446000.0,1064000.0,-14759000,-1834000.0,-16593000,-2649000.0,-19242000,,-19242000,-19242000,-15.230263157894736
GEOS,2021-09-30,357500,USD,2021,FY,2021-11-19,2022-11-18,13353254.0,13353254.0,94864000.0,-78570000.0,16294000.0,-36765000.0,-21926000.0,-14839000.0,,-20471000,1400000.0,1441000.0,-19071000,5593000.0,-13478000,-578000.0,-14056000,,-14056000,-14056000,-14.206106870229007
GERN,2018-12-31,793173,USD,2018,FY,2019-03-07,2021-03-11,176504996.0,176504996.0,1066000.0,,,-32139000.0,-18707000.0,-13432000.0,,-31073000,3137000.0,3251000.0,-27936000,919000.0,-27017000,,-27017000,,-27017000,-27017000,-9.55798215933559
GERN,2019-12-31,793173,USD,2019,FY,2020-03-12,2022-03-10,190160311.0,190160311.0,460000.0,,,-72965000.0,-20893000.0,-52072000.0,,-72505000,4152000.0,4221000.0,-68353000,-195000.0,-68548000,,-68548000,,-68548000,-68548000,-17.177209192134566
GERN,2020-12-31,793173,USD,2020,FY,2021-03-11,2022-03-10,271460265.0,271460265.0,253000.0,,,-77166000.0,-25678000.0,-51488000.0,,-76913000,1236000.0,1068000.0,-75677000,60000.0,-75617000,,-75617000,,-75617000,-75617000,-72.01591760299625
GH,2018-12-31,882847,USD,2018,FY,2019-02-07,2021-02-25,30403000.0,30403000.0,90639000.0,-43210000.0,47429000.0,-140371000.0,-89657000.0,-50714000.0,,-92942000,8717000.0,4015000.0,-84225000,,-84225000,-38000.0,-84263000,,-85063000,-85063000,-23.148692403486923
GH,2019-12-31,882847,USD,2019,FY,2020-03-02,2022-02-24,90597000.0,90597000.0,214375000.0,-70720000.0,143655000.0,-226026000.0,-139734000.0,-86292000.0,,-82371000,12648000.0,12560000.0,-69723000,,-69723000,1872000.0,-67851000,,-75651000,-75651000,-6.558200636942675
GH,2020-12-31,882847,USD,2020,FY,2021-02-25,2022-02-24,97504000.0,97504000.0,286730000.0,-92535000.0,194195000.0,-449145000.0,-299283000.0,-149862000.0,,-254950000,9046000.0,5405000.0,-245904000,,-245904000,-379000.0,-246283000,,-253783000,-253783000,-47.16928769657724
GHDX,2016-12-31,776327,USD,2016,FY,2017-03-15,2018-03-14,33264000.0,33264000.0,327868000.0,-58828000.0,269040000.0,-284472000.0,-224314000.0,-60158000.0,,-15432000,-314000.0,418000.0,-15746000,3208000.0,-12538000,-1381000.0,-13919000,,-13919000,-13919000,-36.91866028708134
GHDX,2017-12-31,776327,USD,2017,FY,2018-03-14,2018-03-14,34495000.0,34495000.0,340750000.0,-54718000.0,286032000.0,-292482000.0,-229671000.0,-62811000.0,,-6450000,1290000.0,934000.0,-5160000,2807000.0,-2353000,-1504000.0,-3857000,,-3857000,-3857000,-6.905781584582441
GIDYL,2016-12-31,146177,USD,2016,FY,2017-03-30,2017-03-30,9555246.0,9555246.0,545000.0,-1291000.0,-746000.0,-12372000.0,-8444000.0,-3928000.0,,-13118000,52000.0,42000.0,-13066000,-17000.0,-13083000,-33000.0,-13116000,,-13116000,-13116000,-312.3333333333333
GLYC,2016-12-31,790345,USD,2016,FY,2017-03-01,2019-03-06,21256312.0,21256312.0,18500.0,,,-31931985.0,-8650165.0,-23281820.0,,-31913485,103647.0,103647.0,-31809838,,-31809838,,-31809838,,-31809838,-31809838,-307.9055351336749
GLYC,2017-12-31,790345,USD,2017,FY,2018-03-06,2019-03-06,29395756.0,29395756.0,,,,-33932280.0,-9832188.0,-24100092.0,,-33932280,651212.0,651212.0,-33281068,,-33281068,,-33281068,,-33281068,-33281068,-52.10634939159598
GLYC,2018-12-31,790345,USD,2018,FY,2019-03-06,2021-03-02,41044621.0,41044621.0,,,,-51504823.0,-11413050.0,-40091773.0,,-51504823,3231190.0,3231190.0,-48273633,,-48273633,,-48273633,,-48273633,-48273633,-15.93989304250137
GLYC,2019-12-31,790345,USD,2019,FY,2020-02-28,2022-03-03,43254782.0,43254782.0,,,,-61389302.0,-14360038.0,-47029264.0,,-61389302,3497391.0,3497391.0,-57891911,,-57891911,,-57891911,,-57891911,-57891911,-17.552884993413663
GLYC,2020-12-31,790345,USD,2020,FY,2021-03-02,2022-03-03,45721139.0,45721139.0,10162935.0,,,-61672325.0,-16743127.0,-44929198.0,,-51509390,482487.0,482487.0,-51026903,,-51026903,,-51026903,,-51026903,-51026903,-106.75808881897336
GRWG,2018-12-31,1039023,USD,2018,FY,2019-04-01,2020-03-27,23492650.0,23492650.0,29000730.0,-22556172.0,6444558.0,-10700206.0,-1603421.0,,-351070.0,-4255648,171494.0,55619.0,-4084154,-989601.0,-5073755,,-5073755,,-5073755,-5073755,-76.51428468688758
GSIT,2017-03-31,48159,USD,2016,FY,2017-06-05,2017-06-05,22593000.0,22593000.0,48180000.0,-21764000.0,26416000.0,-26943000.0,-11140000.0,-15803000.0,,-527000,478000.0,312000.0,-49000,,-49000,-66000.0,-115000,,-115000,-115000,-1.689102564102564
GSIT,2018-03-31,48159,USD,2017,FY,2018-06-01,2018-06-01,21085000.0,21085000.0,42643000.0,-20217000.0,22426000.0,-26897000.0,-9899000.0,-16998000.0,,-4471000,409000.0,421000.0,-4062000,,-4062000,-453000.0,-4515000,,-4515000,-4515000,-10.619952494061758
GSIT,2019-03-31,48159,USD,2018,FY,2019-06-13,2021-06-04,21889000.0,23349000.0,51486000.0,-19858000.0,31628000.0,-31810000.0,-10455000.0,-21355000.0,,-182000,450000.0,671000.0,268000,,268000,-105000.0,163000,,163000,163000,-0.27123695976154993
GSIT,2020-03-31,48159,USD,2019,FY,2020-06-05,2022-06-29,22968000.0,22968000.0,43343000.0,-18000000.0,25343000.0,-36145000.0,-10922000.0,-25223000.0,,-10802000,712000.0,783000.0,-10090000,,-10090000,-247000.0,-10337000,,-10337000,-10337000,-13.795657726692209
GSIT,2021-03-31,48159,USD,2020,FY,2021-06-04,2022-06-29,23671000.0,23671000.0,27729000.0,-14512000.0,13217000.0,-34481000.0,-11137000.0,-23344000.0,,-21264000,94000.0,295000.0,-21170000,,-21170000,-335000.0,-21505000,,-21505000,-21505000,-72.0813559322034
GTHX,2018-12-31,820499,USD,2018,FY,2019-04-26,2021-02-24,33316719.0,33316719.0,,,,-89286000.0,-18603000.0,-70683000.0,,-89286000,3998000.0,3998000.0,-85288000,,-85288000,,-85288000,,-85288000,-85288000,-22.332666333166582
GTHX,2019-12-31,820499,USD,2019,FY,2020-02-26,2022-02-23,37499256.0,37499256.0,,,,-129041000.0,-40039000.0,-89002000.0,,-129041000,6594000.0,6579000.0,-122447000,,-122447000,,-122447000,,-122447000,-122447000,-19.6140750873993
GWPH,2018-12-31,953793,USD,2018,FY,2019-02-26,2021-02-26,369823000.0,369823000.0,6654000.0,-1829000.0,4825000.0,-78169000.0,-49083000.0,-29086000.0,,-73344000,1172000.0,2154000.0,-72172000,,-72172000,266000.0,-71906000,,-71906000,-71906000,-34.050139275766014
GWPH,2019-12-31,953793,USD,2019,FY,2020-02-27,2021-02-26,371580000.0,371580000.0,311332000.0,-27199000.0,284133000.0,-402558000.0,-259880000.0,-142678000.0,,-118425000,109222000.0,7377000.0,-9203000,,-9203000,184000.0,-9019000,,-9019000,-9019000,-16.053273688491256
GWPH,2020-12-31,953793,USD,2020,FY,2021-02-26,2021-02-26,375586000.0,375586000.0,527205000.0,-37531000.0,489674000.0,-541439000.0,-336043000.0,-205396000.0,,-51765000,-3281000.0,693000.0,-55046000,,-55046000,-3082000.0,-58128000,,-58128000,-58128000,-74.6969696969697
GWRE,2018-07-31,37120,USD,2018,FY,2019-06-03,2020-09-28,77709592.0,77709592.0,652849000.0,-296783000.0,356066000.0,-371690000.0,-200033000.0,-171657000.0,,-15624000,7348000.0,6839000.0,-8276000,,-8276000,-18467000.0,-26743000,,-26743000,-26743000,-2.2845445240532243
GWRE,2019-07-31,37120,USD,2019,FY,2019-10-01,2021-09-24,81447998.0,82681214.0,719514000.0,-324350000.0,395164000.0,-393693000.0,-205152000.0,-188541000.0,,1471000,10981000.0,12848000.0,12452000,,12452000,8280000.0,20732000,,20732000,20732000,0.11449252801992528
GWRE,2020-07-31,37120,USD,2020,FY,2020-09-28,2022-09-26,82855392.0,82855392.0,742307000.0,-338015000.0,404292000.0,-428178000.0,-227603000.0,-200575000.0,,-23886000,-445000.0,6760000.0,-24331000,,-24331000,-2867000.0,-27198000,,-27198000,-27198000,-3.533431952662722
HARP,2018-12-31,1333937,USD,2018,FY,2019-02-05,2021-03-10,1066877.0,1066877.0,4750000.0,,,-32474000.0,-6106000.0,-26368000.0,,-27724000,358000.0,395000.0,-27366000,,-27366000,,-27366000,,-27366000,-27366000,-70.1873417721519
HARP,2019-12-31,1333937,USD,2019,FY,2020-03-12,2022-03-10,21746461.0,21746461.0,5777000.0,,,-63983000.0,-22391000.0,-41592000.0,,-58206000,2634000.0,2676000.0,-55572000,,-55572000,,-55572000,,-55572000,-55572000,-21.751121076233183
HARP,2020-12-31,1333937,USD,2020,FY,2021-03-10,2022-03-10,25034947.0,25034947.0,17444000.0,,,-68775000.0,-16210000.0,-52565000.0,,-51331000,1423000.0,1449000.0,-49908000,,-49908000,,-49908000,,-49908000,-49908000,-35.42512077294686
HOOK,2019-12-31,1873290,USD,2019,FY,2020-03-19,2022-03-24,72195007.0,72195007.0,11942000.0,,,-63027000.0,-16715000.0,-46312000.0,,-51085000,8048000.0,710000.0,-43037000,,-43037000,0.0,-43037000,,-43037000,-43037000,-71.95070422535211
HUBS,2016-12-31,504719,USD,2016,FY,2017-02-16,2019-02-12,35197000.0,35197000.0,270967000.0,-61865000.0,209102000.0,-253764000.0,-207767000.0,-45997000.0,,-44662000,-367000.0,589000.0,-45029000,,-45029000,-533000.0,-45562000,,-45562000,-45562000,-75.82682512733446
HURC,2020-10-31,188434,USD,2020,FY,2021-01-08,2022-01-07,6670000.0,6670000.0,170627000.0,-134170000.0,36457000.0,-41416000.0,-41416000.0,,,-4959000,-941000.0,36000.0,-5900000,-4903000.0,-10803000,4556000.0,-6247000,,-6247000,-6247000,-137.75
IDSY,2018-12-31,250487,USD,2018,FY,2019-04-01,2019-04-01,17233000.0,17233000.0,53064000.0,-27266000.0,25798000.0,-31534000.0,-24671000.0,-6863000.0,,-5736000,-76000.0,89000.0,-5812000,,-5812000,0.0,-5812000,,-5812000,-5812000,-64.4494382022472
IDT,2019-07-31,535487,USD,2019,FY,2019-10-11,2020-10-14,25293000.0,25308000.0,1409172000.0,-1174015000.0,235157000.0,-234724000.0,-204366000.0,,-22632000.0,433000,1458000.0,776000.0,1891000,-1438000.0,453000,-123000.0,330000,,134000,134000,0.5579896907216495
IIN,2020-12-31,519102,USD,2020,FY,2021-03-16,2022-03-07,8894000.0,8894000.0,102773000.0,-76598000.0,26175000.0,-27586000.0,-21678000.0,-5248000.0,,-1411000,647000.0,331000.0,-764000,-1664000.0,-2428000,-61000.0,-2489000,,-2524000,-2524000,-4.262839879154079
IIPR,2017-12-31,949475,USD,2017,FY,2018-03-29,2019-03-14,3375284.0,3375284.0,6302000.0,,,-6525000.0,-5497000.0,,-915000.0,-223000,151000.0,151000.0,-72000,,-72000,,-72000,,-72000,-395000,-1.4768211920529801
IMGO,2020-12-31,1253390,USD,2020,FY,2021-02-19,2022-03-24,1056624.0,1056624.0,,,,-18072000.0,-3176000.0,-14896000.0,,-18072000,28000.0,48000.0,-18044000,214000.0,-17830000,-3000.0,-17833000,,-17833000,-17833000,-376.5
IMRA,2019-12-31,1840504,USD,2019,FY,2020-02-06,2021-03-05,26287264.0,26287264.0,,,,-24116000.0,-5107000.0,-19009000.0,,-24116000,653000.0,578000.0,-23463000,,-23463000,,-23463000,,-23463000,-23463000,-41.72318339100346
IMRA,2020-12-31,1840504,USD,2020,FY,2021-03-05,2022-03-15,26287264.0,26287264.0,,,,-41698000.0,-9544000.0,-32154000.0,,-41698000,338000.0,483000.0,-41360000,,-41360000,,-41360000,,-41360000,-49218000,-86.33126293995859
IMRX,2020-12-31,1822743,USD,2020,FY,2021-02-09,2022-03-10,26394490.0,26394490.0,2311535.0,-1280325.0,1031210.0,-18113764.0,-3109978.0,-15003786.0,,-17082554,42656.0,42656.0,-17039898,,-17039898,,-17039898,,-17039898,-17039898,-400.4724774943736
INCY,2017-12-31,671924,USD,2017,FY,2018-02-15,2019-02-14,204580000.0,204580000.0,1536216000.0,-79479000.0,1456737000.0,-1692420000.0,-366286000.0,-1326134000.0,,-235683000,10253000.0,10253000.0,-225430000,-86860000.0,-312290000,-852000.0,-313142000,,-313142000,-313142000,-22.986735589583535
INOD,2017-12-31,1077528,USD,2017,FY,2018-03-22,2019-03-26,25816000.0,25816000.0,60929000.0,-45826000.0,15103000.0,-20200000.0,-20200000.0,,,-5097000,23000.0,23000.0,-5074000,,-5074000,-285000.0,-5359000,,-5055000,-5055000,-221.6086956521739
IPAS,2016-12-31,998421,USD,2016,FY,2017-03-14,2018-03-08,6434494.0,6434494.0,63222000.0,-40561000.0,22661000.0,-29222000.0,-21946000.0,-7276000.0,,-6561000,-198000.0,36000.0,-6759000,-788000.0,-7547000,-223000.0,-7770000,,-7770000,-7770000,-182.25
IPAS,2017-12-31,998421,USD,2017,FY,2018-03-08,2018-03-08,6606047.0,6606047.0,54401000.0,-44783000.0,9618000.0,-29680000.0,-21727000.0,-7953000.0,,-20062000,-299000.0,67000.0,-20361000,0.0,-20361000,-194000.0,-20555000,,-20555000,-20555000,-299.43283582089555
ISEE,2016-12-31,131911,USD,2016,FY,2017-02-28,2017-02-28,35486000.0,35486000.0,50909000.0,,,-246473000.0,-50178000.0,-196295000.0,,-195564000,1738000.0,1704000.0,-193826000,,-193826000,406000.0,-193420000,,-193420000,-193420000,-114.76760563380282
ISEE,2018-12-31,131911,USD,2018,FY,2019-02-28,2021-03-04,37061000.0,37088000.0,,,,-65349000.0,-23612000.0,-41737000.0,,-65349000,2373000.0,2389000.0,-62976000,125000000.0,62024000,1063000.0,63087000,,63087000,63087000,-27.354123064043534
